Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp
46.28,26.0,72683.35,182.65,Persistent even-keeled application,Port Calvintown,Male,Fiji,2016-04-18 21:07:28
39.96,49.0,59448.44,218.61,Configurable interactive contingency,Port James,Male,Qatar,2016-04-10 00:13:47
76.44,28.0,45716.48,196.83,Synchronized human-resource moderator,East Paul,Male,Ireland,2016-02-03 23:47:56
64.24,27.0,68962.32,239.22,Business-focused value-added definition,North Derekville,Female,Netherlands Antilles,2016-03-24 06:36:52
73.1,24.0,25603.93,204.79,Customer-focused explicit challenge,Kennedyfurt,Male,Kyrgyz Republic,2016-06-16 02:01:24
44.11,38.0,57846.68,120.63,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Cyprus,2016-06-18 17:56:32
70.09,39.0,60333.38,182.2,Focused fresh-thinking Graphic Interface,East Barbara,Male,Uganda,2016-03-21 11:02:49
48.86,21.0,50147.72,211.39,Upgradable even-keeled challenge,East Benjaminville,Male,Bosnia and Herzegovina,2016-02-09 22:04:54
76.44,28.0,45716.48,172.81,Decentralized client-driven data-warehouse,Shelbyport,Female,Poland,2016-02-03 23:47:56
37.87,37.0,53012.94,117.3,Quality-focused hybrid frame,West Wendyland,Male,Liechtenstein,2016-04-24 13:42:15
48.01,35.0,23942.61,148.61,Phased zero-defect portal,Phillipsbury,Female,Micronesia,2016-07-04 11:03:49
90.97,43.0,51636.92,210.87,Centralized neutral neural-net,Sherrishire,Male,South Africa,2016-04-17 06:58:18
86.53,41.0,64698.58,172.83,Fully-configurable client-driven customer loyalty,Lopezberg,Female,Austria,2016-06-18 16:02:34
52.68,28.0,63274.88,172.81,Inverse local hub,New Darlene,Female,Poland,2016-02-03 23:47:56
46.28,58.0,51510.18,130.41,Configurable bottom-line application,Port Jennifer,Female,Australia,2016-05-03 01:09:01
75.55,36.0,79332.33,136.64,Expanded radical software,South Corey,Male,Turkey,2016-04-28 22:54:37
42.44,47.0,45716.48,226.69,Cross-platform logistical pricing structure,Wintersfort,Female,Fiji,2016-01-03 03:22:15
69.57,31.0,40478.83,212.67,Universal incremental array,East Heatherside,Male,Hong Kong,2016-05-19 14:30:17
37.65,36.0,57846.68,202.25,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
76.44,28.0,45716.48,196.83,Universal incremental array,Hollandberg,Male,Svalbard & Jan Mayen Islands,2016-02-03 23:47:56
47.23,24.0,64008.55,195.69,Proactive encompassing paradigm,Perezland,Female,Zambia,2016-06-24 21:09:58
80.29,41.0,72203.96,109.34,Focused high-level conglomeration,Erikville,Male,Faroe Islands,2016-07-05 18:59:45
56.56,33.0,63493.6,210.53,Polarized tangible collaboration,West Shannon,Female,Senegal,2016-03-07 22:32:15
39.85,46.0,62204.93,124.85,Profound optimizing utilization,East Breannafurt,Male,Barbados,2016-02-28 23:10:32
35.76,31.0,66269.49,228.78,User-centric solution-oriented emulation,Davieshaven,Female,Hong Kong,2016-04-06 11:24:21
55.6,30.0,57594.7,162.05,Focused high-level frame,West David,Male,Cameroon,2016-02-11 17:02:07
64.24,23.0,39616.0,151.12,Compatible intangible customer loyalty,Browntown,Male,New Zealand,2016-01-16 23:37:51
47.23,33.0,63296.87,210.53,Optimized coherent Internet solution,New Teresa,Male,France,2016-04-21 20:29:35
36.73,34.0,77220.42,229.88,Vision-oriented methodical support,Jeremyshire,Male,Jersey,2016-02-16 07:37:28
60.7,34.0,59419.78,132.38,De-engineered mobile infrastructure,Lake Jasonchester,Female,Samoa,2016-04-16 12:26:31
56.56,26.0,60575.99,182.65,Persistent even-keeled application,Lisamouth,Female,Benin,2016-04-28 01:24:34
59.61,50.0,66784.81,168.0,Assimilated fault-tolerant hub,Danielview,Male,Cambodia,2016-04-06 05:55:43
56.2,39.0,36752.24,222.08,User-friendly upward-trending intranet,Port James,Female,Bahamas,2016-04-27 04:28:17
70.9,28.0,45716.48,196.83,Inverse local hub,New Darlene,Female,Poland,2016-02-03 23:47:56
47.0,44.0,65576.05,106.04,Fully-configurable eco-centric frame,New Teresa,Male,Wallis and Futuna,2016-05-02 00:01:56
44.11,41.0,25739.09,135.67,Extended interactive model,East Michaeltown,Female,Greece,2016-06-21 13:15:21
59.22,25.0,71455.62,119.3,Quality-focused hybrid frame,West Wendyland,Female,New Zealand,2016-01-05 20:58:42
42.44,47.0,46179.97,141.89,Polarized logistical hub,Port Mathew,Male,Netherlands Antilles,2016-06-09 17:11:02
55.55,22.0,58920.44,182.65,Business-focused value-added definition,Hartport,Female,Eritrea,2016-03-14 06:46:14
75.84,40.0,27073.27,176.7,Visionary multi-tasking alliance,West Rhondamouth,Male,Greece,2016-03-21 11:02:49
38.65,36.0,73207.15,136.64,Centralized asynchronous portal,North Aaronburgh,Female,Svalbard & Jan Mayen Islands,2016-02-06 23:08:57
69.57,31.0,66269.49,228.78,Compatible systemic function,Davieshaven,Female,Hong Kong,2016-04-06 11:24:21
46.28,26.0,73538.09,200.28,Object-based leadingedge complexity,Port Daniel,Female,Poland,2016-02-03 23:47:56
55.6,29.0,72209.99,238.63,Digitized global capability,East Heidi,Male,Cameroon,2016-07-15 15:43:36
46.37,33.0,70203.74,210.53,Polarized tangible collaboration,West Rhondamouth,Female,Senegal,2016-06-28 12:51:02
46.28,25.0,70783.94,129.25,Intuitive exuding service-desk,Reyesfurt,Male,Syrian Arab Republic,2016-02-01 17:24:57
69.97,33.0,49325.48,190.17,Versatile next generation pricing structure,North Tracyport,Male,Saint Lucia,2016-05-28 12:38:37
80.49,32.0,60188.38,218.17,Optimized coherent Internet solution,New Denisebury,Male,Grenada,2016-03-30 20:23:48
44.11,38.0,63336.85,154.75,Enterprise-wide bi-directional secured line,West Justin,Female,Cyprus,2016-04-18 03:41:56
55.6,29.0,44490.09,238.63,Ameliorated local workforce,Kristinfurt,Male,Maldives,2016-07-15 15:43:36
39.85,58.0,55984.89,183.85,Configurable 24/7 hub,Melissachester,Female,Australia,2016-03-25 15:17:39
44.11,41.0,61142.33,202.18,Extended interactive model,Port Jennifer,Female,Greece,2016-05-12 21:32:06
70.09,33.0,23942.61,210.53,Seamless intangible secured line,East Aaron,Female,Samoa,2016-01-21 04:30:43
67.76,31.0,70495.64,238.1,Extended local methodology,Helenborough,Male,France,2016-05-30 21:22:22
76.02,38.0,21644.91,204.22,Up-sized asymmetric firmware,North Mark,Female,Cyprus,2016-05-09 07:13:27
36.31,30.0,43299.63,162.05,Polarized 6thgeneration info-mediaries,West David,Male,Tokelau,2016-02-11 17:02:07
62.42,46.0,74623.27,124.85,Advanced full-range migration,Morganport,Female,Barbados,2016-07-07 13:37:34
44.11,38.0,63336.85,154.75,Assimilated homogeneous service-desk,North Garyhaven,Male,Ireland,2016-04-18 03:41:56
76.2,32.0,79484.8,148.61,Down-sized background groupware,New Sheila,Female,Afghanistan,2016-04-18 00:49:33
58.6,32.0,59419.78,168.0,User-friendly well-modulated leverage,Mclaughlinbury,Female,Cote d'Ivoire,2016-02-11 02:40:02
56.2,27.0,64008.55,239.22,Inverse stable synergy,New Taylorburgh,Female,Micronesia,2016-02-15 03:43:55
66.17,55.0,45716.48,151.95,Synchronized human-resource moderator,West Joseph,Male,Luxembourg,2016-04-10 14:48:35
73.27,32.0,43299.63,219.98,Optimized coherent Internet solution,New Denisebury,Male,Grenada,2016-02-15 07:27:41
81.56,33.0,41547.62,144.27,Managed impactful definition,West Shannon,Male,Guam,2016-04-04 20:01:12
86.58,44.0,29359.2,176.7,Synchronized national infrastructure,Andersonchester,Male,Dominican Republic,2016-04-13 13:04:47
41.73,44.0,45716.48,200.28,Cross-platform logistical pricing structure,Port Joshuafort,Female,Fiji,2016-06-17 09:58:46
68.95,29.0,60575.99,247.05,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
79.09,32.0,79484.8,148.61,Up-sized next generation architecture,New Denisebury,Female,Serbia,2016-07-14 12:07:10
73.71,43.0,79332.33,210.87,Sharable multimedia conglomeration,Rivasland,Female,Barbados,2016-01-17 09:31:36
78.32,43.0,66636.84,198.45,Polarized 6thgeneration info-mediaries,Lake Jennifer,Male,United Arab Emirates,2016-01-30 16:15:29
55.6,29.0,66574.0,238.63,Automated full-range Internet solution,West Kevinfurt,Male,Cameroon,2016-07-15 15:43:36
46.28,25.0,43450.11,191.82,Upgradable heuristic system engine,Erikville,Male,Marshall Islands,2016-03-24 06:36:52
78.76,35.0,23942.61,267.01,Seamless optimal contingency,Lake Dustin,Female,Maldives,2016-02-17 11:15:31
65.1,27.0,68962.32,239.22,Business-focused value-added definition,Portermouth,Female,Micronesia,2016-07-02 20:23:15
55.39,24.0,46422.76,195.69,Profit-focused secondary portal,Perezland,Female,Bahamas,2016-06-24 21:09:58
60.75,23.0,39132.64,231.59,Managed upward-trending instruction set,Port Blake,Male,Senegal,2016-06-20 02:25:12
73.1,27.0,48761.14,191.14,Synergized hybrid time-frame,Laurieside,Male,Tokelau,2016-02-04 02:13:52
76.44,55.0,45716.48,196.83,Compatible systemic function,East Jessefort,Male,Liberia,2016-04-22 20:32:17
78.79,49.0,65576.05,243.37,Centralized neutral neural-net,Birdshire,Female,Qatar,2016-04-28 22:54:37
78.76,35.0,23942.61,267.01,Seamless real-time array,North Kennethside,Female,Micronesia,2016-04-26 21:45:50
78.79,30.0,43299.63,136.4,Stand-alone national attitude,Yangside,Male,Cameroon,2016-02-11 17:02:07
42.44,55.0,43450.11,151.95,Public-key asynchronous matrix,New Teresa,Male,Saudi Arabia,2016-05-10 04:28:55
40.18,44.0,65956.71,141.89,Secured intermediate approach,Port Joshuafort,Male,Ethiopia,2016-06-17 17:11:16
62.18,38.0,50147.72,151.95,Face-to-face dedicated flexibility,West Joseph,Female,Cyprus,2016-03-19 14:57:00
39.85,34.0,54324.73,221.53,Vision-oriented methodical support,Jeremyshire,Male,Bosnia and Herzegovina,2016-01-05 00:02:53
58.6,31.0,43881.73,223.28,Reactive tangible contingency,East Debraborough,Female,Hong Kong,2016-04-07 03:56:16
78.41,46.0,57737.51,233.36,Ergonomic methodical encoding,Austinborough,Male,Barbados,2016-04-24 13:42:15
37.87,29.0,66574.0,238.63,Automated full-range Internet solution,West Kevinfurt,Male,Finland,2016-07-15 15:43:36
74.87,40.0,64147.86,222.08,Seamless intangible secured line,Taylormouth,Female,Austria,2016-01-20 19:09:37
75.84,44.0,75535.14,258.26,Visionary multi-tasking alliance,Port Joshuafort,Male,Mexico,2016-06-17 09:58:46
51.95,52.0,27073.27,172.83,Proactive interactive service-desk,West Rhondamouth,Female,San Marino,2016-01-25 07:39:41
46.37,33.0,23821.72,210.53,Optimized coherent Internet solution,New Teresa,Male,Senegal,2016-02-26 23:44:44
46.28,44.0,42362.49,141.89,Extended systemic policy,Port Joshuafort,Male,Vietnam,2016-01-26 03:56:18
78.76,46.0,77871.75,124.85,Polarized 5thgeneration matrix,Heatherberg,Female,Barbados,2016-03-18 17:35:40
79.91,40.0,56457.01,136.59,Future-proofed coherent hardware,Yangside,Male,Mongolia,2016-02-15 07:27:41
66.4,26.0,62060.11,182.65,Persistent even-keeled application,North Jessicaville,Female,Benin,2016-01-11 12:46:31
44.16,35.0,39699.13,148.93,Extended analyzing emulation,Josephmouth,Male,Korea,2016-01-05 04:18:46
51.95,33.0,39699.13,186.98,Optional multi-state hardware,Rachelhaven,Male,Guam,2016-05-28 12:38:37
46.28,42.0,59419.78,123.28,Public-key disintermediate emulation,Port Beth,Male,Faroe Islands,2016-04-21 12:34:28
76.44,28.0,45716.48,172.81,Compatible systemic function,Shelbyport,Female,Poland,2016-02-03 23:47:56
56.64,38.0,63336.85,154.75,Future-proofed coherent budgetary management,Joechester,Male,Cyprus,2016-04-06 23:10:40
75.84,42.0,69456.83,237.39,Public-key disintermediate emulation,Wilcoxport,Male,Norway,2016-03-21 11:02:49
77.88,35.0,70547.16,148.61,Reactive impactful challenge,Phillipsbury,Female,Micronesia,2016-04-24 01:48:21
75.55,36.0,79332.33,202.25,Expanded radical software,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
46.28,42.0,59419.78,123.28,Public-key disintermediate emulation,Port Beth,Male,Venezuela,2016-07-05 22:33:48
76.44,28.0,45716.48,196.83,Compatible systemic function,Adamside,Female,Poland,2016-02-03 23:47:56
66.4,22.0,66412.04,217.37,Business-focused value-added definition,Hartport,Male,Bosnia and Herzegovina,2016-02-20 20:47:05
56.2,40.0,64147.86,182.11,Seamless intangible secured line,Bakerhaven,Female,Bahamas,2016-01-20 19:09:37
72.6,57.0,52261.73,221.53,Re-contextualized human-resource success,New Teresa,Male,Bahrain,2016-06-15 05:30:13
60.75,43.0,43573.66,145.96,Enterprise-wide incremental Internet solution,Lake Craigview,Male,Cameroon,2016-02-17 18:50:57
39.85,34.0,70547.16,211.65,Customer-focused multi-tasking Internet solution,Lake Jasonchester,Female,Samoa,2016-04-06 05:55:43
46.28,51.0,55993.68,142.21,Enhanced optimizing website,Alvaradoport,Male,United States Virgin Islands,2016-04-10 03:30:16
42.44,41.0,66359.32,202.18,Ameliorated contextually-based collaboration,Perezland,Female,Greece,2016-02-26 06:00:16
80.49,23.0,40135.06,149.2,Function-based transitional complexity,New Sheila,Male,Kuwait,2016-01-07 23:02:43
81.45,25.0,70783.94,198.24,Enhanced system-worthy toolset,Port Brian,Male,Liberia,2016-01-03 07:13:53
55.6,29.0,44490.09,238.63,Function-based fault-tolerant model,West Shannon,Male,Kuwait,2016-03-15 11:25:48
76.02,38.0,53852.85,154.75,Up-sized asymmetric firmware,East Debraborough,Female,Cyprus,2016-05-09 07:13:27
51.95,40.0,64147.86,182.11,Seamless intangible secured line,Bakerhaven,Female,Bahamas,2016-01-20 19:09:37
53.38,35.0,39699.13,267.01,Managed disintermediate matrices,North Kennethside,Male,Guam,2016-05-20 00:00:48
69.78,30.0,60372.64,136.4,Expanded clear-thinking core,New Tyler,Female,Bolivia,2016-02-04 03:10:17
38.65,45.0,39939.39,183.43,Synchronized multi-tasking ability,Mariemouth,Male,Saint Helena,2016-02-01 09:00:55
73.27,52.0,51257.26,176.7,Monitored object-oriented Graphic Interface,Lake Craigview,Male,Uganda,2016-01-25 07:39:41
79.71,46.0,64698.58,123.24,Advanced full-range migration,East Michaelmouth,Female,Barbados,2016-01-30 09:54:03
66.4,46.0,57737.51,177.55,Polarized 6thgeneration info-mediaries,Danielview,Male,Barbados,2016-01-05 16:26:44
73.27,38.0,36497.22,121.07,Triple-buffered demand-driven alliance,Joechester,Male,Mayotte,2016-01-13 20:38:35
67.69,29.0,60575.99,166.86,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
70.09,39.0,66784.81,133.2,Multi-tiered mobile encoding,Laurieside,Male,South Africa,2016-02-04 02:13:52
55.39,24.0,64008.55,195.69,Robust dedicated system engine,West Michaelport,Female,Austria,2016-06-24 21:09:58
35.0,31.0,59422.47,238.1,Up-sized asymmetric firmware,Lake Danielle,Male,Burkina Faso,2016-02-01 19:42:40
60.7,34.0,50038.65,167.42,De-engineered mobile infrastructure,Lake Jasonchester,Female,Jersey,2016-02-28 03:34:35
55.39,39.0,69784.85,145.85,De-engineered tertiary secured line,West Angela,Female,Bahamas,2016-06-24 21:09:58
72.19,32.0,51013.37,198.45,Optimized coherent Internet solution,New Denisebury,Male,Turkmenistan,2016-02-15 07:27:41
72.6,26.0,73049.3,182.65,Expanded clear-thinking core,Kristinfurt,Female,Benin,2016-03-14 06:46:14
37.65,36.0,79332.33,202.25,Innovative user-facing extranet,South Corey,Male,Saint Helena,2016-04-28 22:54:37
84.45,32.0,60188.38,198.45,Proactive client-server productivity,New Denisebury,Male,Uruguay,2016-04-18 00:49:33
66.4,34.0,58909.36,175.37,Customer-focused multi-tasking Internet solution,Colemanshire,Female,China,2016-03-18 02:39:26
74.87,40.0,38645.4,150.99,Proactive local focus group,Perryburgh,Female,Guatemala,2016-01-09 17:33:03
55.39,24.0,68962.32,195.69,Adaptive uniform capability,West Michaelport,Female,Bahamas,2016-06-24 21:09:58
67.76,44.0,37345.34,200.28,Automated web-enabled migration,East Heatherside,Female,Ethiopia,2016-06-17 09:58:46
58.6,46.0,74623.27,175.37,Polarized 5thgeneration matrix,Morganport,Female,Barbados,2016-03-28 19:48:37
62.26,37.0,27262.51,141.89,Face-to-face multimedia success,Alvaradoport,Male,Moldova,2016-06-09 17:11:02
80.29,51.0,67744.56,185.85,Managed well-modulated collaboration,Masseyshire,Male,Faroe Islands,2016-06-16 18:04:51
38.35,52.0,51600.47,176.7,Monitored object-oriented Graphic Interface,Alvaradoport,Male,Turkmenistan,2016-03-21 11:02:49
46.28,44.0,42362.49,141.89,De-engineered tertiary secured line,Port Joshuafort,Male,Netherlands Antilles,2016-05-30 21:22:22
64.1,36.0,57846.68,202.25,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-07-11 13:23:37
46.28,58.0,58920.44,173.49,Enterprise-wide tangible model,Kentmouth,Female,Australia,2016-03-24 06:36:52
80.22,30.0,79484.8,186.98,Integrated 3rdgeneration monitoring,Jacobstad,Female,Austria,2016-02-04 03:10:17
52.17,34.0,58909.36,176.7,Reverse-engineered maximized focus group,West Daleborough,Female,China,2016-06-20 08:34:46
48.22,23.0,40135.06,267.01,Programmable uniform website,Sherrishire,Female,Cyprus,2016-04-27 04:28:17
77.44,27.0,64008.55,106.86,Proactive next generation knowledge user,North Derekville,Female,Bahamas,2016-03-04 10:13:48
66.4,50.0,76560.59,175.37,Polarized 5thgeneration matrix,Port Sarahhaven,Female,Fiji,2016-04-05 05:54:15
32.99,45.0,59550.05,130.84,Phased full-range hardware,Ryanhaven,Female,Ethiopia,2016-05-30 08:02:27
41.73,30.0,57195.96,168.0,Grass-roots multimedia policy,Alexanderfurt,Male,Tajikistan,2016-04-29 07:49:01
51.68,41.0,51600.47,109.34,Business-focused transitional solution,Alvaradoport,Male,Faroe Islands,2016-06-16 18:04:51
75.55,49.0,59448.44,218.61,Function-based fault-tolerant model,South Blakestad,Male,Venezuela,2016-07-02 21:22:23
41.73,28.0,45716.48,196.83,Automated multi-state toolset,East Paul,Male,Ireland,2016-02-03 23:47:56
72.6,21.0,66359.32,123.62,Quality-focused bi-directional throughput,East Benjaminville,Female,Cambodia,2016-04-06 05:55:43
43.49,32.0,43299.63,219.98,Horizontal high-level concept,New Denisebury,Male,Turkmenistan,2016-03-30 20:23:48
75.84,44.0,55316.97,258.26,Automated web-enabled migration,East Jessefort,Female,Ethiopia,2016-04-27 04:28:17
68.25,42.0,66359.32,237.39,Public-key disintermediate emulation,Port Beth,Female,Svalbard & Jan Mayen Islands,2016-04-21 12:34:28
62.26,32.0,60188.38,229.88,Optimized coherent Internet solution,New Denisebury,Male,Grenada,2016-03-17 22:24:02
67.69,39.0,48537.18,138.87,Streamlined next generation implementation,Perryburgh,Female,Micronesia,2016-01-09 05:44:56
79.91,32.0,54806.18,108.17,Up-sized next generation architecture,New Denisebury,Female,Serbia,2016-07-06 23:09:07
67.69,39.0,46239.14,138.87,Monitored context-sensitive initiative,West Angela,Female,Papua New Guinea,2016-01-13 20:38:35
39.85,34.0,54324.73,221.53,Digitized heuristic solution,Walshhaven,Male,Philippines,2016-04-23 03:46:34
56.93,35.0,70547.16,219.91,Seamless cohesive conglomeration,West Brandonton,Female,Barbados,2016-04-24 01:48:21
77.88,36.0,79332.33,243.37,Multi-layered fresh-thinking process improvement,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
48.22,40.0,56729.78,182.11,Seamless intangible secured line,Taylormouth,Female,Bahamas,2016-04-27 04:28:17
56.56,31.0,52530.1,196.83,Pre-emptive systematic budgetary management,East Ericport,Female,Hong Kong,2016-01-29 05:39:16
66.17,28.0,45716.48,141.89,Compatible systemic function,Port Stacey,Male,Montserrat,2016-02-03 23:47:56
48.86,20.0,51824.01,218.61,Front-line multi-state hub,Port James,Male,Luxembourg,2016-06-20 02:25:12
